Component,Home,Distributor,Operations Category,Major Group,Manufacturer,Distribution Item,Brand,Brand Name,Pack Size,Unit,Total Quantity,Total Amount,Unit Price,SCC
1572,Northland Pointe,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1041484,GFS,HAM CKD 4X4 FRSH,2X3.6KG,KG,14,135.36,9.668571428571429,'90620868011821
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1041484,GFS,HAM CKD 4X4 FRSH,2X3.6KG,KG,14,134.42,9.601428571,'90620868011821
1569,The Meadows of Dorchester,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1041484,GFS,HAM CKD 4X4 FRSH,2X3.6KG,KG,28.38,270.74,9.539816772374913,'90620868011821
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,111401,BBRLREL,HAM CKD 4X6,2/5 KG,CS,12,1176.93,98.0775,'00074865927499
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,111401,BBRLREL,HAM CKD 4X6,2/5 KG,CS,13,1271.43,97.80230769230769,'00074865927499
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,111401,BBRLREL,HAM CKD 4X6,2/5 KG,CS,25,2446.77,97.8708,'00074865927499
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,111401,BBRLREL,HAM CKD 4X6,2/5 KG,CS,41,4011.24,97.83512195,'00074865927499
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,SPRINGER MEATS,1200056,SPRIN,HAM COOKED 4X6,4/5.5 KG,KG,19.9,284.78,14.310552763819095,'10627989105006
9097,Riordon Street Shelter,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,3651805,SCHNEIDER,HAM DELI OLD FSHND FRSH SLI,6/500GR,UN,1,49.65,49.65,'00062000424590
1569,The Meadows of Dorchester,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,3651805,SCHNEIDER,HAM DELI OLD FSHND FRSH SLI,6/500GR,UN,1,52.19,52.19,'00062000424590
5884,Deer Park Villa,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,3651805,SCHNEIDER,HAM DELI OLD FSHND FRSH SLI,6/500GR,UN,3,154.49,51.49666666666667,'00062000424590
9098,Summer Street Shelter,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,3651805,SCHNEIDER,HAM DELI OLD FSHND FRSH SLI,6/500GR,UN,3,155.53,51.843333333333334,'00062000424590
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,6226478,SCHNEIDER,HAM DELI OLD FSHND FRSH SLI,6/500GR,UN,3,149.25,49.75,'00062000424590
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,6226478,SCHNEIDER,HAM DELI OLD FSHND FRSH SLI,6/500GR,UN,5,251.71,50.342,'00062000424590
1570,Gilmore Lodge,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,3651805,SCHNEIDER,HAM DELI OLD FSHND FRSH SLI,6/500GR,UN,6,305.98,50.99666666666667,'00062000424590
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,3651805,SCHNEIDER,HAM DELI OLD FSHND FRSH SLI,6/500GR,UN,7,354.13,50.589999999999996,'00062000424590
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,6226478,SCHNEIDER,HAM DELI OLD FSHND FRSH SLI,6/500GR,UN,7,348.25,49.75,'00062000424590
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,6226478,SCHNEIDER,HAM DELI OLD FSHND FRSH SLI,6/500GR,UN,15,746.25,49.75,'00062000424590
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,6226478,SCHNEIDER,HAM DELI OLD FSHND FRSH SLI,6/500GR,UN,52,2629.92,50.575384615384614,'00062000424590
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,7440750,MAPLE LEAF,HAM SMKD BNLS TOUPIE STYL FRSH,2X5KGA,CS,1,127.55,127.55,'90063100526729
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,7440750,MAPLE LEAF,HAM SMKD BNLS TOUPIE STYL FRSH,2X5KGA,CS,2,257.13,128.565,'90063100526729
9097,Riordon Street Shelter,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1333946,GFS,HAM SMKD SEMI-BNLS MASTER CARV,1X8.8KGA,KG,12.62,171.13,13.560221870047544,'90620868187823
1572,Northland Pointe,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1333946,GFS,HAM SMKD SEMI-BNLS MASTER CARV,1X8.8KGA,KG,21.16,298.58,14.110586011342154,'90620868187823
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,111823,BBRLREL,HAM SMKD TOUPIE,2/6.5 KG,KG,2,346.3,173.15,'90074865927553
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,111823,BBRLREL,HAM SMKD TOUPIE,2/6.5 KG,KG,15.02,352.13,23.444074567243675,'90074865927553
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,111823,BBRLREL,HAM SMKD TOUPIE,2/6.5 KG,KG,31.87,884.58,27.75588327580797,'90074865927553
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,111823,BBRLREL,HAM SMKD TOUPIE,2/6.5 KG,KG,45.24,1032.3,22.818302387267902,'90074865927553
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,257535,MELRSE,HAM SMOKED BNLS TOUPIE,1X12 KG,CS,1,137.56,137.56,'10057459936609
1569,The Meadows of Dorchester,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,1087971,MAPLELF,HAM SMOKED PZZ,3/1 KG,CS,2,102.34,51.17,'10063100041516
5884,Deer Park Villa,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1109465,GFS,HAM TOUPIE SMKD MAPLE WHL DELI,2X6KGA,KG,5,63.85,12.77,'90620868098846
1570,Gilmore Lodge,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1109465,GFS,HAM TOUPIE SMKD MAPLE WHL DELI,2X6KGA,KG,16.92,183.77,10.86111111111111,'90620868098846
1573,Woodlands of Sunset,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1109465,GFS,HAM TOUPIE SMKD MAPLE WHL DELI,2X6KGA,KG,22,228.19,10.372272727272728,'90620868098846
1572,Northland Pointe,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1109465,GFS,HAM TOUPIE SMKD MAPLE WHL DELI,2X6KGA,KG,22.02,226.04,10.265213442325159,'90620868098846
1569,The Meadows of Dorchester,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1109465,GFS,HAM TOUPIE SMKD MAPLE WHL DELI,2X6KGA,KG,32.94,344.05,10.44474802671524,'90620868098846
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1109465,GFS,HAM TOUPIE SMKD MAPLE WHL DELI,2X6KGA,KG,44,447.86,10.178636363636365,'90620868098846
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1109465,GFS,HAM TOUPIE SMKD MAPLE WHL DELI,2X6KGA,KG,99.52,1158.19,11.637761254019294,'90620868098846
9097,Riordon Street Shelter,GFS ONTARIO,Food,DELI MEAT,SOFINA FOODS INC.,1200042,MASTRO,MORTADELLA DELI SLCD FRSH,18X175G,CS,3,238.05,79.35000000000001,'10060085051998
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,LESTER'S FOODS LIMITED,452417,LESTER,PASTRAMI EYE RND,2/3.5 KG,CS,5,618.92,123.78399999999999,'98057730014352
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,LESTER'S FOODS LIMITED,452417,LESTER,PASTRAMI EYE RND,2/3.5 KG,KG,6.97,140.01,20.087517934002868,'90057730014350
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,LESTER'S FOODS LIMITED,452417,LESTER,PASTRAMI EYE RND,2/3.5 KG,KG,12.44,249.89,20.087620578778136,'90057730014350
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,2823359,PACKER,POTATO PARISIAN,22LB,CS,7.9,176.37,22.325316455696203,'90062000116818
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,UN-ASSIGNED SUPPLIER,7379024,DELCATO,PUDDING RICE,48/4 OZ,CS,1,28.75,28.75,'10827578003014
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,UN-ASSIGNED SUPPLIER,7379024,DELCATO,PUDDING RICE,48/4 OZ,CS,2,57.5,28.75,'10827578003014
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,UN-ASSIGNED SUPPLIER,7379024,DELCATO,PUDDING RICE,48/4 OZ,CS,2,57.5,28.75,'10827578003014
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,LESTER'S FOODS LIMITED,6943575,LESTER,SALAMI ALL-BEEF,3/2 KG,KG,6,83.43,13.905000000000001,'90057730028043
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,2751444,MAPLELF,SALAMI CKD SURE SLICE,3/1 KG,CS,1,37.82,37.82,'10063100214477
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,2751444,MAPLELF,SALAMI CKD SURE SLICE,3/1 KG,CS,3,110.26,36.75333333333334,'10063100214477
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,2751444,MAPLELF,SALAMI CKD SURE SLICE,3/1 KG,CS,18,669.56,37.19777777777777,'10063100214477
9097,Riordon Street Shelter,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,2597605,JMSHNDR,SALAMI GENOA SLI DELI,6/500 GR,CS,2,136.86,68.43,'00062000244020
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,1277839,JMSHNDR,SALAMI GENOA SLI DELI,6/500 GR,CS,3,205.62,68.54,'00062000244020
1569,The Meadows of Dorchester,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,7007205,JMSHNDR,SALAMI ITALIAN SLI FRSH,6/500 GR,CS,1,49.58,49.58,'00062000427225
5884,Deer Park Villa,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,7007205,JMSHNDR,SALAMI ITALIAN SLI FRSH,6/500 GR,CS,1,52.01,52.01,'00062000427225
9098,Summer Street Shelter,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,7007205,JMSHNDR,SALAMI ITALIAN SLI FRSH,6/500 GR,CS,2,101.59,50.795,'00062000427225
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,7007205,JMSHNDR,SALAMI ITALIAN SLI FRSH,6/500 GR,CS,5,250.33,50.066,'00062000427225
9098,Summer Street Shelter,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1502544,OLYMEL,SALAMI SLICED,6X500G,CS,1,37.53,37.53,'10057459890031
1573,Woodlands of Sunset,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1502544,OLYMEL,SALAMI SLICED,6X500G,CS,1,37.53,37.53,'10057459890031
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,"PILLER'S FINE FOODS, A DIVISION OF",2756831,PILLERS,SALAMI SLICED FRSH,6/500 GM,CS,1,34.66,34.66,'10069401046038
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,"PILLER'S FINE FOODS, A DIVISION OF",2756831,PILLERS,SALAMI SLICED FRSH,6/500 GM,CS,2,69.32,34.66,'10069401046038
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,"PILLER'S FINE FOODS, A DIVISION OF",2756831,PILLERS,SALAMI SLICED FRSH,6/500 GM,CS,3,103.98,34.660000000000004,'10069401046038
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,"PILLER'S FINE FOODS, A DIVISION OF",2756831,PILLERS,SALAMI SLICED FRSH,6/500 GM,CS,5,173.3,34.660000000000004,'10069401046038
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,"PILLER'S FINE FOODS, A DIVISION OF",2756831,PILLERS,SALAMI SLICED FRSH,6/500 GM,CS,5,173.3,34.660000000000004,'10069401046038
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,SOFINA FOODS INC.,4118562,BBRLCLS,SLICED DELI MEAT COMBO PACK,6/500gr,CS,6,376.68,62.78,'00734730547428
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,SOFINA FOODS INC.,4118562,BBRLCLS,SLICED DELI MEAT COMBO PACK,6/500gr,CS,6,382.23,63.705000000000005,'00734730547428
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,2810778,OLYMEL,SPECIAL BNLS SMOKED HAM CADET 2X5.2,2X5KGA,KG,20.5,202.38,9.872195121951219,'90057459906165
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,538439,OLYMEL,TRAD. TOUPIE HAM 2 UNITS OLYMEL,2X6.5KG,KG,2,192.09,96.045,'90057459563535
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,538439,OLYMEL,TRAD. TOUPIE HAM 2 UNITS OLYMEL,2X6.5KG,KG,2,256.6,128.3,'90057459563535
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,538439,OLYMEL,TRAD. TOUPIE HAM 2 UNITS OLYMEL,2X6.5KG,KG,44.51,1447.68,32.52482588182431,'90057459563535
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,538439,OLYMEL,TRAD. TOUPIE HAM 2 UNITS OLYMEL,2X6.5KG,KG,81.13,2746.11,33.84826821151239,'90057459563535
9097,Riordon Street Shelter,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,6182926,MAPLELF,TURKEY BREAST DELI SLI,3/1 KG,CS,1,56.77,56.77,'10063100213340
9098,Summer Street Shelter,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,6182926,MAPLELF,TURKEY BREAST DELI SLI,3/1 KG,CS,2,115.28,57.64,'10063100213340
1569,The Meadows of Dorchester,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,6182926,MAPLELF,TURKEY BREAST DELI SLI,3/1 KG,CS,2,113.54,56.77,'10063100213340
5884,Deer Park Villa,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,6182926,MAPLELF,TURKEY BREAST DELI SLI,3/1 KG,CS,3,170.31,56.77,'10063100213340
1570,Gilmore Lodge,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,6182926,MAPLELF,TURKEY BREAST DELI SLI,3/1 KG,CS,6,349.98,58.330000000000005,'10063100213340
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,2672855,MAPLELF,TURKEY BREAST DELI SLI,3/1 KG,CS,7,406.8,58.114285714285714,'10063100213340
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,2672855,MAPLELF,TURKEY BREAST DELI SLI,3/1 KG,CS,18,1046.3,58.12777777777777,'10063100213340
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,6182926,MAPLELF,TURKEY BREAST DELI SLI,3/1 KG,CS,19,1090.93,57.417368421052636,'10063100213340
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,2672855,MAPLELF,TURKEY BREAST DELI SLI,3/1 KG,CS,26,1511.7,58.142307692307696,'10063100213340
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,2672855,MAPLELF,TURKEY BREAST DELI SLI,3/1 KG,CS,39,2256.5,57.85897435897436,'10063100213340
9097,Riordon Street Shelter,GFS ONTARIO,Food,DELI MEAT,OLYMEL FOODS GALCO,1080261,FLAMINGO,TURKEY BREAST ROAST SLIC FRSH - GF,6X500G,CS,2,131.42,65.71,'10065137561081
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,SOFINA FOODS (EXCELDOR-TURKEY),3283124,BTRBALL,TURKEY BRST CKD SLI L/S,4/1.5 KG,CS,1,134.88,134.88,'10065822515641
9098,Summer Street Shelter,GFS ONTARIO,Food,DELI MEAT,GFS BRANDS,1495534,BRICKMAN'S,TURKEY BRST SMKD DELI THIN SLC,6X500G,CS,1,51.95,51.95,'10620868221583
9097,Riordon Street Shelter,GFS ONTARIO,Food,DELI MEAT,GFS BRANDS,1495534,BRICKMAN'S,TURKEY BRST SMKD DELI THIN SLC,6X500G,CS,2,123.9,61.95,'10620868221583
9098,Summer Street Shelter,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,7536005,JMSHNDR,TURKEY SLI SMK DELI FRSH,6/500 GR,CS,1,61.15,61.15,'10062000426843
1569,The Meadows of Dorchester,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,7536005,JMSHNDR,TURKEY SLI SMK DELI FRSH,6/500 GR,CS,1,58.16,58.16,'10062000426843
5884,Deer Park Villa,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,7536005,JMSHNDR,TURKEY SLI SMK DELI FRSH,6/500 GR,UN,2,119.84,59.92,'00062000426846
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,9880675,JMSHNDR,TURKEY SLI SMK DELI FRSH,6/500 GR,UN,2,117.77,58.885,'00062000426846
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,9880675,JMSHNDR,TURKEY SLI SMK DELI FRSH,6/500 GR,UN,2,118.96,59.48,'00062000426846
9098,Summer Street Shelter,GFS ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,7536005,JMSHNDR,TURKEY SLI SMK DELI FRSH,6/500 GR,UN,4,234.4,58.6,'00062000426846
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,9880675,JMSHNDR,TURKEY SLI SMK DELI FRSH,6/500 GR,CS,4,233.16,58.29,'10062000426843
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,MAPLE LEAF CONSUMER FOODS,9880675,JMSHNDR,TURKEY SLI SMK DELI FRSH,6/500 GR,UN,10,592.42,59.242,'00062000426846
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,SOFINA FOODS INC.,8199176,BBRLCLS,TURKEY SMKD LEAN SLI CAN,6/500 GR,CS,4,254.88,63.72,'00734730032658
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,SOFINA FOODS INC.,8199176,BBRLCLS,TURKEY SMKD LEAN SLI CAN,6/500 GR,CS,8,509.76,63.72,'00734730032658
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DELI MEAT,SOFINA FOODS INC.,8199176,BBRLCLS,TURKEY SMKD LEAN SLI CAN,6/500 GR,CS,19,1207.44,63.54947368421053,'00734730032658
9098,Summer Street Shelter,GFS ONTARIO,Food,DELI MEAT,"PILLER'S FINE FOODS, A DIVISION OF",1278811,PILLERS,TURKEY SMOKED BRS SLI RITE 2OZ,6/500 GR,CS,1,61.83,61.83,'10069401041354
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,KRAFT HEINZ CANADA ULC,9810185,KRAFT,GELATIN BLUEBERRY PWDR,2/1 KG,CS,7,152.81,21.830000000000002,'00066188174636
5884,Deer Park Villa,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,9766405,SHIRIFF,GELATIN CHERRY WILD PWDR,2/1 KG,CS,1,12.79,12.79,'10058336483025
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622751,SHIRIFF,GELATIN CHERRY WILD PWDR,2/1 KG,CS,1,12.81,12.81,'10058336483025
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,9766405,SHIRIFF,GELATIN CHERRY WILD PWDR,2/1 KG,CS,2,24.05,12.025,'10058336483025
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,9766405,SHIRIFF,GELATIN CHERRY WILD PWDR,2/1 KG,CS,2,22.52,11.26,'10058336483025
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622751,SHIRIFF,GELATIN CHERRY WILD PWDR,2/1 KG,CS,2,25.62,12.81,'10058336483025
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622751,SHIRIFF,GELATIN CHERRY WILD PWDR,2/1 KG,CS,3,38.43,12.81,'10058336483025
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622751,SHIRIFF,GELATIN CHERRY WILD PWDR,2/1 KG,CS,4,51.24,12.81,'10058336483025
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622751,SHIRIFF,GELATIN CHERRY WILD PWDR,2/1 KG,CS,5,63.71,12.742,'10058336483025
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622751,SHIRIFF,GELATIN CHERRY WILD PWDR,2/1 KG,CS,8,101.46,12.6825,'10058336483025
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622751,SHIRIFF,GELATIN CHERRY WILD PWDR,2/1 KG,CS,14,176.63,12.616428571428571,'10058336483025
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2623460,SHIRIFF,GELATIN GRAPE PWDR,2/1 KG,CS,2,25.62,12.81,'10058336483087
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,1109419,SHIRIFF,GELATIN GRAPE PWDR,2/1 KG,CS,3,36.3,12.1,'10058336483087
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2623460,SHIRIFF,GELATIN GRAPE PWDR,2/1 KG,CS,3,38.43,12.81,'10058336483087
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,1109419,SHIRIFF,GELATIN GRAPE PWDR,2/1 KG,CS,5,63.95,12.790000000000001,'10058336483087
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2623460,SHIRIFF,GELATIN GRAPE PWDR,2/1 KG,CS,6,76.86,12.81,'10058336483087
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2623460,SHIRIFF,GELATIN GRAPE PWDR,2/1 KG,CS,8,102.48,12.81,'10058336483087
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2623460,SHIRIFF,GELATIN GRAPE PWDR,2/1 KG,CS,12,152.02,12.668333333333335,'10058336483087
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2623460,SHIRIFF,GELATIN GRAPE PWDR,2/1 KG,CS,12,149.54,12.461666666666666,'10058336483087
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622801,SHIRIFF,GELATIN LEMON PWDR,2/1 KG,CS,1,12.81,12.81,'10058336483049
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622801,SHIRIFF,GELATIN LEMON PWDR,2/1 KG,CS,1,12.81,12.81,'10058336483049
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,1109425,SHIRIFF,GELATIN LEMON PWDR,2/1 KG,CS,2,25.31,12.655,'10058336483049
1572,Northland Pointe,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,1109425,SHIRIFF,GELATIN LEMON PWDR,2/1 KG,CS,2,24.05,12.025,'10058336483049
